systemOperation;ID;invariantType;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
GitHub_createOrganizationRepository;56;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;884;303;1187;10000;GPT-3.5
GitHub_createOrganizationRepository;57;daikon.inv.binary.twoString.StringEqual;FP;TP;FP;0.9;1081;239;1320;100;GPT-3.5
GitHub_createOrganizationRepository;58;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;829;226;1055;10000;GPT-3.5
GitHub_createOrganizationRepository;59;daikon.inv.unary.scalar.NonZero;TP;FP;FN;0.8;835;263;1098;10000;GPT-3.5
GitHub_createOrganizationRepository;60;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;932;246;1178;10000;GPT-3.5
GitHub_createOrganizationRepository;61;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;912;214;1126;10000;GPT-3.5
GitHub_createOrganizationRepository;62;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;835;258;1093;10000;GPT-3.5
GitHub_createOrganizationRepository;63;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;888;193;1081;10000;GPT-3.5
GitHub_createOrganizationRepository;64;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;906;201;1107;10000;GPT-3.5
GitHub_createOrganizationRepository;65;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;838;187;1025;10000;GPT-3.5
GitHub_createOrganizationRepository;66;daikon.inv.unary.stringsequence.OneOfStringSequence;TP;FP;FN;0.8;864;191;1055;10000;GPT-3.5
GitHub_createOrganizationRepository;67;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;905;207;1112;10000;GPT-3.5
GitHub_createOrganizationRepository;68;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;855;201;1056;10000;GPT-3.5
GitHub_createOrganizationRepository;69;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.9;861;196;1057;10000;GPT-3.5
GitHub_createOrganizationRepository;70;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.9;864;186;1050;10000;GPT-3.5
GitHub_createOrganizationRepository;71;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.9;855;234;1089;10000;GPT-3.5
GitHub_createOrganizationRepository;72;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;925;242;1167;10000;GPT-3.5
GitHub_createOrganizationRepository;73;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;915;206;1121;10000;GPT-3.5
GitHub_createOrganizationRepository;74;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;940;220;1160;10000;GPT-3.5
GitHub_createOrganizationRepository;75;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;929;233;1162;10000;GPT-3.5
GitHub_createOrganizationRepository;76;daikon.inv.binary.twoScalar.IntLessThan;FP;TP;FP;0.95;986;198;1184;10000;GPT-3.5
GitHub_createOrganizationRepository;77;daikon.inv.binary.twoScalar.IntGreaterThan;TP;TP;TP;0.9;965;246;1211;10000;GPT-3.5
GitHub_createOrganizationRepository;78;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.8;991;228;1219;10000;GPT-3.5
GitHub_createOrganizationRepository;79;daikon.inv.binary.twoScalar.IntGreaterThan;TP;TP;TP;0.9;945;216;1161;10000;GPT-3.5
GitHub_createOrganizationRepository;80;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;944;239;1183;10000;GPT-3.5
GitHub_createOrganizationRepository;81;daikon.inv.binary.twoScalar.IntLessThan;TP;TP;TP;0.95;951;278;1229;10000;GPT-3.5
GitHub_createOrganizationRepository;82;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;947;162;1109;10000;GPT-3.5
GitHub_createOrganizationRepository;83;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;956;182;1138;10000;GPT-3.5
GitHub_createOrganizationRepository;84;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;980;219;1199;10000;GPT-3.5
GitHub_createOrganizationRepository;85;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.9;954;167;1121;10000;GPT-3.5
GitHub_createOrganizationRepository;86;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.95;985;214;1199;10000;GPT-3.5
GitHub_createOrganizationRepository;87;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;980;214;1194;10000;GPT-3.5
GitHub_createOrganizationRepository;88;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.9;908;265;1173;10000;GPT-3.5
GitHub_createOrganizationRepository;89;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;951;213;1164;10000;GPT-3.5
GitHub_createOrganizationRepository;90;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;950;189;1139;10000;GPT-3.5
GitHub_createOrganizationRepository;91;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1000;192;1192;10000;GPT-3.5
GitHub_createOrganizationRepository;92;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1015;216;1231;10000;GPT-3.5
GitHub_createOrganizationRepository;93;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1009;247;1256;10000;GPT-3.5
GitHub_createOrganizationRepository;94;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1025;206;1231;10000;GPT-3.5
GitHub_createOrganizationRepository;95;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;989;158;1147;10000;GPT-3.5
GitHub_createOrganizationRepository;96;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;996;245;1241;10000;GPT-3.5
GitHub_createOrganizationRepository;97;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;988;233;1221;10000;GPT-3.5
GitHub_createOrganizationRepository;98;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;979;214;1193;10000;GPT-3.5
GitHub_createOrganizationRepository;99;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1004;216;1220;10000;GPT-3.5
GitHub_createOrganizationRepository;100;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.6;887;259;1146;10000;GPT-3.5
GitHub_createOrganizationRepository;101;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;969;226;1195;10000;GPT-3.5
GitHub_createOrganizationRepository;102;daikon.inv.unary.string.IsUrl;TP;TP;TP;1.0;969;228;1197;10000;GPT-3.5
GitHub_createOrganizationRepository;103;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1017;194;1211;10000;GPT-3.5
GitHub_createOrganizationRepository;104;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1027;250;1277;10000;GPT-3.5
GitHub_createOrganizationRepository;105;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1025;218;1243;10000;GPT-3.5
GitHub_createOrganizationRepository;106;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1015;211;1226;10000;GPT-3.5
GitHub_createOrganizationRepository;107;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1040;177;1217;10000;GPT-3.5
GitHub_createOrganizationRepository;108;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;995;191;1186;10000;GPT-3.5
GitHub_createOrganizationRepository;109;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1039;183;1222;10000;GPT-3.5
GitHub_createOrganizationRepository;110;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1042;244;1286;10000;GPT-3.5
GitHub_createOrganizationRepository;111;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1017;200;1217;10000;GPT-3.5
GitHub_createOrganizationRepository;112;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1002;194;1196;10000;GPT-3.5
GitHub_createOrganizationRepository;113;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1010;173;1183;10000;GPT-3.5
GitHub_createOrganizationRepository;114;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;991;201;1192;10000;GPT-3.5
GitHub_createOrganizationRepository;115;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;990;219;1209;10000;GPT-3.5
GitHub_createOrganizationRepository;116;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1004;211;1215;10000;GPT-3.5
GitHub_createOrganizationRepository;117;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1034;247;1281;10000;GPT-3.5
GitHub_createOrganizationRepository;118;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1020;187;1207;10000;GPT-3.5
GitHub_createOrganizationRepository;119;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1011;209;1220;10000;GPT-3.5
GitHub_createOrganizationRepository;120;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1028;185;1213;10000;GPT-3.5
GitHub_createOrganizationRepository;121;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1009;213;1222;10000;GPT-3.5
GitHub_createOrganizationRepository;122;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1009;210;1219;10000;GPT-3.5
GitHub_createOrganizationRepository;123;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1030;226;1256;10000;GPT-3.5
GitHub_createOrganizationRepository;124;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1013;205;1218;10000;GPT-3.5
GitHub_createOrganizationRepository;125;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;988;222;1210;10000;GPT-3.5
GitHub_createOrganizationRepository;126;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1010;216;1226;10000;GPT-3.5
GitHub_createOrganizationRepository;127;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1031;168;1199;10000;GPT-3.5
GitHub_createOrganizationRepository;128;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1051;210;1261;10000;GPT-3.5
GitHub_createOrganizationRepository;129;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1013;245;1258;10000;GPT-3.5
GitHub_createOrganizationRepository;130;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1000;191;1191;10000;GPT-3.5
GitHub_createOrganizationRepository;131;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1021;237;1258;10000;GPT-3.5
GitHub_createOrganizationRepository;132;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1015;195;1210;10000;GPT-3.5
GitHub_createOrganizationRepository;133;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1000;196;1196;10000;GPT-3.5
GitHub_createOrganizationRepository;134;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;989;216;1205;10000;GPT-3.5
GitHub_createOrganizationRepository;135;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;994;201;1195;10000;GPT-3.5
GitHub_createOrganizationRepository;136;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1000;239;1239;10000;GPT-3.5
GitHub_createOrganizationRepository;137;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;1022;213;1235;10000;GPT-3.5
GitHub_createOrganizationRepository;138;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;990;203;1193;10000;GPT-3.5
GitHub_createOrganizationRepository;139;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1010;236;1246;10000;GPT-3.5
GitHub_createOrganizationRepository;140;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.9;881;212;1093;10000;GPT-3.5
GitHub_createOrganizationRepository;141;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.9;976;193;1169;10000;GPT-3.5
GitHub_createOrganizationRepository;142;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.9;1002;209;1211;10000;GPT-3.5
GitHub_createOrganizationRepository;143;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;970;221;1191;10000;GPT-3.5
GitHub_createOrganizationRepository;144;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;996;249;1245;10000;GPT-3.5
GitHub_createOrganizationRepository;145;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1016;228;1244;10000;GPT-3.5
GitHub_createOrganizationRepository;146;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1025;221;1246;10000;GPT-3.5
GitHub_createOrganizationRepository;147;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1023;198;1221;10000;GPT-3.5
GitHub_createOrganizationRepository;148;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1113;279;1392;10000;GPT-3.5
GitHub_createOrganizationRepository;149;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1028;208;1236;10000;GPT-3.5
GitHub_createOrganizationRepository;150;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1093;252;1345;10000;GPT-3.5
GitHub_createOrganizationRepository;151;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1106;213;1319;10000;GPT-3.5
GitHub_createOrganizationRepository;152;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1081;241;1322;10000;GPT-3.5
GitHub_createOrganizationRepository;153;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1116;231;1347;10000;GPT-3.5
GitHub_createOrganizationRepository;154;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1045;233;1278;10000;GPT-3.5
GitHub_createOrganizationRepository;155;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1109;223;1332;10000;GPT-3.5
GitHub_createOrganizationRepository;156;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1133;251;1384;10000;GPT-3.5
GitHub_createOrganizationRepository;157;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1122;247;1369;10000;GPT-3.5
GitHub_createOrganizationRepository;158;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1135;284;1419;10000;GPT-3.5
GitHub_createOrganizationRepository;159;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1109;249;1358;10000;GPT-3.5
GitHub_createOrganizationRepository;160;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1107;275;1382;10000;GPT-3.5
GitHub_createOrganizationRepository;161;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1099;256;1355;10000;GPT-3.5
GitHub_createOrganizationRepository;162;daikon.inv.binary.twoString.StdString$SubString;TP;FP;FN;0.9;1090;208;1298;10000;GPT-3.5
GitHub_createOrganizationRepository;163;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1126;311;1437;10000;GPT-3.5
GitHub_createOrganizationRepository;164;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1061;196;1257;10000;GPT-3.5
GitHub_createOrganizationRepository;165;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1110;187;1297;10000;GPT-3.5
GitHub_createOrganizationRepository;166;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1165;222;1387;10000;GPT-3.5
GitHub_createOrganizationRepository;167;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1160;198;1358;10000;GPT-3.5
GitHub_createOrganizationRepository;168;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1153;224;1377;10000;GPT-3.5
GitHub_createOrganizationRepository;169;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1155;250;1405;10000;GPT-3.5
GitHub_createOrganizationRepository;170;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1169;237;1406;10000;GPT-3.5
GitHub_createOrganizationRepository;171;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1135;218;1353;10000;GPT-3.5
GitHub_createOrganizationRepository;172;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1161;271;1432;10000;GPT-3.5
GitHub_createOrganizationRepository;173;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1179;223;1402;10000;GPT-3.5
GitHub_createOrganizationRepository;174;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1147;229;1376;10000;GPT-3.5
GitHub_createOrganizationRepository;175;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1161;232;1393;10000;GPT-3.5
GitHub_createOrganizationRepository;176;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1139;178;1317;10000;GPT-3.5
GitHub_createOrganizationRepository;177;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1129;251;1380;10000;GPT-3.5
GitHub_createOrganizationRepository;178;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1109;226;1335;10000;GPT-3.5
GitHub_createOrganizationRepository;179;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1141;300;1441;10000;GPT-3.5
GitHub_createOrganizationRepository;180;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1161;226;1387;10000;GPT-3.5
GitHub_createOrganizationRepository;181;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1160;247;1407;10000;GPT-3.5
GitHub_createOrganizationRepository;182;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1150;249;1399;10000;GPT-3.5
GitHub_createOrganizationRepository;183;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1134;216;1350;10000;GPT-3.5
GitHub_createOrganizationRepository;184;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1140;229;1369;10000;GPT-3.5
GitHub_createOrganizationRepository;185;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1119;268;1387;10000;GPT-3.5
GitHub_createOrganizationRepository;186;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1145;240;1385;10000;GPT-3.5
GitHub_createOrganizationRepository;187;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1137;265;1402;10000;GPT-3.5
GitHub_createOrganizationRepository;188;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1145;205;1350;10000;GPT-3.5
GitHub_createOrganizationRepository;189;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1131;194;1325;10000;GPT-3.5
GitHub_createOrganizationRepository;190;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1155;225;1380;10000;GPT-3.5
GitHub_createOrganizationRepository;191;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1175;250;1425;10000;GPT-3.5
GitHub_createOrganizationRepository;192;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1169;274;1443;10000;GPT-3.5
GitHub_createOrganizationRepository;193;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1113;261;1374;10000;GPT-3.5
GitHub_createOrganizationRepository;194;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1143;235;1378;10000;GPT-3.5
GitHub_createOrganizationRepository;195;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1139;274;1413;10000;GPT-3.5
GitHub_createOrganizationRepository;196;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1129;293;1422;10000;GPT-3.5
GitHub_createOrganizationRepository;197;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1121;229;1350;10000;GPT-3.5
GitHub_createOrganizationRepository;198;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1133;176;1309;10000;GPT-3.5
GitHub_createOrganizationRepository;199;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;1121;195;1316;10000;GPT-3.5
GitHub_createOrganizationRepository;200;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1135;243;1378;10000;GPT-3.5
GitHub_createOrganizationRepository;201;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1131;254;1385;10000;GPT-3.5
GitHub_createOrganizationRepository;202;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.9;970;199;1169;10000;GPT-3.5
GitHub_createOrganizationRepository;203;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;996;217;1213;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;0;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.95;773;252;1025;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;1;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;774;293;1067;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;2;daikon.inv.binary.twoString.StringEqual;FP;TP;FP;0.9;891;218;1109;1000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;3;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.9;797;246;1043;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;4;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.95;839;240;1079;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;5;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;1024;285;1309;50;GPT-3.5
AmadeusHotel_getMultiHotelOffers;6;daikon.inv.binary.twoString.StringEqual;TP;TP;TP;0.95;865;268;1133;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;7;daikon.inv.binary.twoString.StringEqual;TP;TP;TP;0.95;899;244;1143;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;8;daikon.inv.binary.twoString.StringEqual;FP;TP;FP;0.9;863;273;1136;100;GPT-3.5
AmadeusHotel_getMultiHotelOffers;9;daikon.inv.binary.twoString.StringEqual;FP;TP;FP;0.9;972;224;1196;500;GPT-3.5
AmadeusHotel_getMultiHotelOffers;10;daikon.inv.binary.twoString.StringEqual;FP;TP;FP;0.9;769;270;1039;100;GPT-3.5
AmadeusHotel_getMultiHotelOffers;11;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.9;688;275;963;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;12;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.95;725;256;981;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;13;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;732;260;992;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;14;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.9;733;293;1026;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;15;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;1060;294;1354;50;GPT-3.5
AmadeusHotel_getMultiHotelOffers;16;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;843;286;1129;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;17;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;947;221;1168;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;18;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;798;396;1194;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;19;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;772;271;1043;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;20;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;704;277;981;100;GPT-3.5
AmadeusHotel_getMultiHotelOffers;21;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;0.6;668;251;919;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;22;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;801;230;1031;100;GPT-3.5
AmadeusHotel_getMultiHotelOffers;23;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;617;195;812;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;24;daikon.inv.unary.scalar.NonZero;FP;TP;FP;0.9;666;223;889;100;GPT-3.5
AmadeusHotel_getMultiHotelOffers;25;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.9;776;281;1057;50;GPT-3.5
AmadeusHotel_getMultiHotelOffers;26;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;656;246;902;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;27;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;619;198;817;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;28;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;1.0;703;233;936;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;29;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;623;221;844;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;30;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.95;870;212;1082;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;31;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;0.9;735;248;983;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;32;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;765;239;1004;100;GPT-3.5
AmadeusHotel_getMultiHotelOffers;33;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.95;828;213;1041;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;34;daikon.inv.unary.scalar.NonZero;FP;TP;FP;0.9;623;243;866;500;GPT-3.5
AmadeusHotel_getMultiHotelOffers;35;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;787;232;1019;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;36;daikon.inv.unary.stringsequence.OneOfStringSequence;FP;TP;FP;0.8;954;288;1242;50;GPT-3.5
AmadeusHotel_getMultiHotelOffers;37;daikon.inv.unary.stringsequence.EltOneOfString;FP;TP;FP;0.9;967;254;1221;50;GPT-3.5
AmadeusHotel_getMultiHotelOffers;38;daikon.inv.unary.stringsequence.OneOfStringSequence;FP;TP;FP;0.9;908;228;1136;50;GPT-3.5
AmadeusHotel_getMultiHotelOffers;39;daikon.inv.unary.stringsequence.EltOneOfString;FP;TP;FP;0.9;1008;248;1256;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;40;daikon.inv.unary.stringsequence.OneOfStringSequence;FP;TP;FP;0.9;998;304;1302;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;41;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;0.9;687;252;939;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;42;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.95;722;209;931;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;43;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.95;783;270;1053;10000;GPT-3.5
AmadeusHotel_getMultiHotelOffers;44;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.9;669;265;934;50;GPT-3.5
AmadeusHotel_getMultiHotelOffers;45;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;745;280;1025;10000;GPT-3.5
